timestamp_ms,vehicles_left,intensity_left,vehicles_right,intensity_right
10700.0,2,Smooth,2,Smooth
10733.333333333332,2,Smooth,2,Smooth
10766.666666666666,2,Smooth,2,Smooth
10800.0,2,Smooth,2,Smooth
10833.333333333334,2,Smooth,2,Smooth
10866.666666666668,2,Smooth,2,Smooth
10900.0,1,Smooth,2,Smooth
10933.333333333334,1,Smooth,2,Smooth
10966.666666666666,1,Smooth,2,Smooth
11000.0,1,Smooth,2,Smooth
11033.333333333334,2,Smooth,2,Smooth
11066.666666666666,2,Smooth,2,Smooth
11100.0,1,Smooth,2,Smooth
11133.333333333332,1,Smooth,2,Smooth
11166.666666666666,1,Smooth,2,Smooth
11200.0,3,Smooth,2,Smooth
11233.333333333332,2,Smooth,2,Smooth
11266.666666666666,2,Smooth,2,Smooth
11300.0,3,Smooth,2,Smooth
11333.333333333334,3,Smooth,2,Smooth
11366.666666666668,3,Smooth,2,Smooth
11400.0,3,Smooth,2,Smooth
11433.333333333334,3,Smooth,2,Smooth
11466.666666666666,3,Smooth,2,Smooth
11500.0,3,Smooth,1,Smooth
11533.333333333334,3,Smooth,1,Smooth
11566.666666666666,3,Smooth,1,Smooth
11600.0,3,Smooth,1,Smooth
11633.333333333332,3,Smooth,1,Smooth
11666.666666666666,3,Smooth,1,Smooth
11700.0,3,Smooth,1,Smooth
11733.333333333332,3,Smooth,1,Smooth
11766.666666666666,3,Smooth,1,Smooth
11800.0,3,Smooth,1,Smooth
11833.333333333334,3,Smooth,1,Smooth
11866.666666666668,3,Smooth,1,Smooth
11900.0,2,Smooth,1,Smooth
11933.333333333334,2,Smooth,1,Smooth
11966.666666666666,2,Smooth,1,Smooth
12000.0,3,Smooth,1,Smooth
12033.333333333334,3,Smooth,1,Smooth
12066.666666666666,3,Smooth,1,Smooth
12100.0,3,Smooth,3,Smooth
12133.333333333332,3,Smooth,3,Smooth
12166.666666666666,3,Smooth,3,Smooth
12200.0,3,Smooth,2,Smooth
12233.333333333332,3,Smooth,3,Smooth
12266.666666666666,3,Smooth,3,Smooth
12300.0,3,Smooth,3,Smooth
12333.333333333334,3,Smooth,2,Smooth
12366.666666666668,3,Smooth,2,Smooth
12400.0,3,Smooth,2,Smooth
12433.333333333334,3,Smooth,2,Smooth
12466.666666666666,3,Smooth,2,Smooth
12500.0,3,Smooth,2,Smooth
12533.333333333334,3,Smooth,2,Smooth
12566.666666666666,3,Smooth,2,Smooth
12600.0,3,Smooth,2,Smooth
12633.333333333332,3,Smooth,2,Smooth
12666.666666666666,3,Smooth,2,Smooth
12700.0,3,Smooth,2,Smooth
12733.333333333332,3,Smooth,2,Smooth
12766.666666666666,3,Smooth,2,Smooth
12800.0,3,Smooth,2,Smooth
12833.333333333334,3,Smooth,2,Smooth
12866.666666666668,3,Smooth,2,Smooth
12900.0,3,Smooth,2,Smooth
12933.333333333334,4,Smooth,2,Smooth
12966.666666666666,4,Smooth,2,Smooth
13000.0,4,Smooth,2,Smooth
13033.333333333334,3,Smooth,2,Smooth
13066.666666666666,3,Smooth,2,Smooth
13100.0,3,Smooth,2,Smooth
13133.333333333332,3,Smooth,2,Smooth
13166.666666666666,3,Smooth,2,Smooth
13200.0,3,Smooth,2,Smooth
13233.333333333332,2,Smooth,2,Smooth
13266.666666666666,2,Smooth,2,Smooth
13299.999999999998,2,Smooth,2,Smooth
13333.333333333334,2,Smooth,2,Smooth
13366.666666666668,2,Smooth,2,Smooth
13400.0,2,Smooth,2,Smooth
13433.333333333334,2,Smooth,2,Smooth
13466.666666666666,2,Smooth,2,Smooth
13500.0,2,Smooth,2,Smooth
13533.333333333334,2,Smooth,2,Smooth
13566.666666666666,2,Smooth,2,Smooth
13600.0,2,Smooth,2,Smooth
13633.333333333332,2,Smooth,2,Smooth
13666.666666666666,2,Smooth,2,Smooth
13700.0,2,Smooth,2,Smooth
13733.333333333332,3,Smooth,2,Smooth
13766.666666666666,3,Smooth,2,Smooth
13799.999999999998,3,Smooth,2,Smooth
13833.333333333334,3,Smooth,2,Smooth
13866.666666666668,3,Smooth,2,Smooth
13900.0,2,Smooth,1,Smooth
13933.333333333334,2,Smooth,1,Smooth
13966.666666666666,2,Smooth,1,Smooth
14000.0,2,Smooth,1,Smooth
14033.333333333334,2,Smooth,1,Smooth
14066.666666666666,2,Smooth,1,Smooth
14100.0,2,Smooth,1,Smooth
14133.333333333332,2,Smooth,1,Smooth
14166.666666666666,2,Smooth,1,Smooth
14200.0,2,Smooth,1,Smooth
14233.333333333332,2,Smooth,1,Smooth
14266.666666666666,2,Smooth,1,Smooth
14299.999999999998,2,Smooth,1,Smooth
14333.333333333334,2,Smooth,1,Smooth
14366.666666666668,2,Smooth,1,Smooth
14400.0,2,Smooth,1,Smooth
14433.333333333334,2,Smooth,1,Smooth
14466.666666666666,2,Smooth,1,Smooth
14500.0,2,Smooth,1,Smooth
14533.333333333334,2,Smooth,1,Smooth
14566.666666666666,2,Smooth,1,Smooth
14600.0,1,Smooth,1,Smooth
14633.333333333332,1,Smooth,1,Smooth
14666.666666666666,1,Smooth,1,Smooth
14700.0,1,Smooth,1,Smooth
14733.333333333332,1,Smooth,1,Smooth
14766.666666666666,1,Smooth,1,Smooth
14799.999999999998,1,Smooth,1,Smooth
14833.333333333334,1,Smooth,1,Smooth
14866.666666666668,1,Smooth,1,Smooth
14900.0,1,Smooth,1,Smooth
14933.333333333334,1,Smooth,1,Smooth
14966.666666666666,1,Smooth,1,Smooth
15000.0,1,Smooth,1,Smooth
15033.333333333334,2,Smooth,1,Smooth
15066.666666666666,2,Smooth,1,Smooth
15100.0,2,Smooth,1,Smooth
15133.333333333332,2,Smooth,1,Smooth
15166.666666666666,2,Smooth,1,Smooth
15200.0,2,Smooth,0,Smooth
15233.333333333332,2,Smooth,0,Smooth
15266.666666666666,2,Smooth,0,Smooth
15299.999999999998,2,Smooth,0,Smooth
15333.333333333334,2,Smooth,0,Smooth
15366.666666666668,2,Smooth,0,Smooth
15400.0,2,Smooth,0,Smooth
15433.333333333334,2,Smooth,0,Smooth
15466.666666666666,2,Smooth,0,Smooth
15500.0,2,Smooth,0,Smooth
15533.333333333334,2,Smooth,0,Smooth
15566.666666666666,2,Smooth,0,Smooth
15600.0,2,Smooth,0,Smooth
15633.333333333332,2,Smooth,0,Smooth
15666.666666666666,2,Smooth,0,Smooth
15700.0,2,Smooth,0,Smooth
15733.333333333332,2,Smooth,0,Smooth
15766.666666666666,2,Smooth,0,Smooth
15799.999999999998,2,Smooth,0,Smooth
15833.333333333334,2,Smooth,0,Smooth
15866.666666666668,2,Smooth,0,Smooth
15900.0,2,Smooth,0,Smooth
15933.333333333334,2,Smooth,0,Smooth
15966.666666666666,1,Smooth,0,Smooth
16000.0,2,Smooth,0,Smooth
16033.333333333332,1,Smooth,1,Smooth
16066.666666666666,1,Smooth,2,Smooth
16100.000000000002,1,Smooth,2,Smooth
16133.333333333332,1,Smooth,2,Smooth
16166.666666666668,1,Smooth,2,Smooth
16200.0,1,Smooth,2,Smooth
16233.333333333334,1,Smooth,2,Smooth
16266.666666666666,1,Smooth,2,Smooth
16300.0,1,Smooth,2,Smooth
16333.333333333332,1,Smooth,2,Smooth
16366.666666666668,1,Smooth,2,Smooth
16400.0,1,Smooth,2,Smooth
16433.333333333332,1,Smooth,2,Smooth
16466.666666666664,1,Smooth,2,Smooth
16500.0,1,Smooth,2,Smooth
16533.333333333332,1,Smooth,2,Smooth
16566.666666666668,1,Smooth,2,Smooth
16600.0,1,Smooth,2,Smooth
16633.333333333332,1,Smooth,2,Smooth
16666.666666666668,1,Smooth,2,Smooth
16700.0,0,Smooth,2,Smooth
16733.333333333336,0,Smooth,2,Smooth
16766.666666666664,0,Smooth,2,Smooth
16800.0,0,Smooth,2,Smooth
16833.333333333332,0,Smooth,2,Smooth
16866.666666666668,0,Smooth,2,Smooth
16900.0,0,Smooth,2,Smooth
16933.333333333332,0,Smooth,2,Smooth
16966.666666666664,0,Smooth,2,Smooth
17000.0,0,Smooth,2,Smooth
17033.333333333332,0,Smooth,2,Smooth
17066.666666666668,0,Smooth,2,Smooth
17100.0,0,Smooth,2,Smooth
17133.333333333332,1,Smooth,2,Smooth
17166.666666666668,1,Smooth,2,Smooth
17200.0,1,Smooth,2,Smooth
17233.333333333336,0,Smooth,2,Smooth
17266.666666666664,0,Smooth,2,Smooth
17300.0,0,Smooth,2,Smooth
17333.333333333332,0,Smooth,2,Smooth
17366.666666666668,0,Smooth,2,Smooth
17400.0,1,Smooth,2,Smooth
17433.333333333332,1,Smooth,2,Smooth
17466.666666666664,1,Smooth,2,Smooth
17500.0,1,Smooth,2,Smooth
17533.333333333332,1,Smooth,3,Smooth
17566.666666666668,0,Smooth,2,Smooth
17600.0,1,Smooth,2,Smooth
17633.333333333332,0,Smooth,2,Smooth
17666.666666666668,1,Smooth,2,Smooth
17700.0,1,Smooth,2,Smooth
17733.333333333336,1,Smooth,2,Smooth
17766.666666666664,1,Smooth,2,Smooth
17800.0,1,Smooth,2,Smooth
17833.333333333332,1,Smooth,2,Smooth
17866.666666666668,1,Smooth,2,Smooth
17900.0,1,Smooth,2,Smooth
17933.333333333332,1,Smooth,2,Smooth
17966.666666666664,1,Smooth,2,Smooth
18000.0,1,Smooth,2,Smooth
18033.333333333332,1,Smooth,2,Smooth
18066.666666666668,1,Smooth,2,Smooth
18100.0,1,Smooth,2,Smooth
18133.333333333332,1,Smooth,2,Smooth
18166.666666666668,1,Smooth,2,Smooth
